District Number,District Name,District Web Page Address,School Number,School Name
'014909,TEMPLE ISD,www.tisd.org,'014909116,RAYE-ALLEN EL
'014909,TEMPLE ISD,www.tisd.org,'014909117,KENNEDY-POWELL EL
'014909,TEMPLE ISD,www.tisd.org,'014909118,HECTOR P GARCIA EL
'014909,TEMPLE ISD,www.tisd.org,'014909198,SCOTT & WHITE HOSPITAL
'014910,TROY ISD,www.troyisd.org,'014910001,TROY H S
'014910,TROY ISD,www.troyisd.org,'014910041,RAYMOND MAYS MIDDLE
'014910,TROY ISD,www.troyisd.org,'014910042,TROY J J A E P
'014910,TROY ISD,www.troyisd.org,'014910101,TROY EL
'014910,TROY ISD,www.troyisd.org,'014910103,EDNA BIGHAM MAYS EL
'015801,POR VIDA ACADEMY,www.por-vida.org,'015801001,POR VIDA ACADEMY CHARTER H S
'015801,POR VIDA ACADEMY,www.por-vida.org,'015801002,CORPUS CHRISTI COLLEGE PREP H S
'015801,POR VIDA ACADEMY,www.por-vida.org,'015801003,CESAR E CHAVEZ ACADEMY
'015802,GEORGE GERVIN ACADEMY,,'015802001,GEORGE GERVIN ACADEMY
'015802,GEORGE GERVIN ACADEMY,,'015802004,RUTH JONES MCCLENDON MIDDLE
'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,www.newfrontierspublicschools.org,'015805001,FRANK L MADLA EARLY COLLEGE H S
'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,www.newfrontierspublicschools.org,'015805041,FRANK L MADLA ACCELERATED COLLEGIATE ACADEMY
'015806,SCHOOL OF EXCELLENCE IN EDUCATION,www.excellence-sa.org,'015806003,MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING
'015806,SCHOOL OF EXCELLENCE IN EDUCATION,www.excellence-sa.org,'015806041,DR PAUL S SAENZ J H
'015806,SCHOOL OF EXCELLENCE IN EDUCATION,www.excellence-sa.org,'015806101,DR HARMON W KELLEY EL
'015806,SCHOOL OF EXCELLENCE IN EDUCATION,www.excellence-sa.org,'015806106,DR DAVID C WALKER EL
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807001,SOUTHWEST PREPARATORY SCHOOL
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807002,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807004,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807005,NEW DIRECTIONS
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807101,SOUTHWEST PREP NORTHWEST EL
'015807,SOUTHWEST PREPARATORY SCHOOL,www.swprep.org,'015807102,SEGUIN EL
'015808,INSPIRE ACADEMIES,www.braination.net,'015808001,JHW INSPIRE ACADEMY - AFTON OAKS
'015808,INSPIRE ACADEMIES,www.braination.net,'015808003,JHW INSPIRE ACADEMY - HAYS COUNTY
'015808,INSPIRE ACADEMIES,www.braination.net,'015808007,JHW INSPIRE ACADEMY - ROCKDALE
'015808,INSPIRE ACADEMIES,www.braination.net,'015808009,ANNE FRANK INSPIRE ACADEMY
'015808,INSPIRE ACADEMIES,www.braination.net,'015808010,JHW INSPIRE ACADEMY - MERIDELL
'015808,INSPIRE ACADEMIES,www.braination.net,'015808011,JHW INSPIRE ACADEMY - WILLIAMS HOUSE
'015808,INSPIRE ACADEMIES,www.braination.net,'015808012,JHW INSPIRE ACADEMY - LEGACY RANCH
'015808,INSPIRE ACADEMIES,www.braination.net,'015808014,JHW INSPIRE ACADEMY - BELL COUNTY
'015809,BEXAR COUNTY ACADEMY,,'015809101,BEXAR COUNTY ACADEMY
'015814,POSITIVE SOLUTIONS CHARTER SCHOOL,,'015814001,POSITIVE SOLUTIONS CHARTER
'015815,HERITAGE ACADEMY,www.heritageacademy.net,'015815001,HERITAGE ACADEMY OF WINDCREST
'015815,HERITAGE ACADEMY,www.heritageacademy.net,'015815041,HERITAGE ACADEMY OF DEL RIO
'015815,HERITAGE ACADEMY,www.heritageacademy.net,'015815042,HERITAGE ACADEMY OF DEL RIO MIDDLE
'015815,HERITAGE ACADEMY,www.heritageacademy.net,'015815101,HERITAGE ACADEMY
'015815,HERITAGE ACADEMY,www.heritageacademy.net,'015815104,HERITAGE ACADEMY OF SAN ANTONIO
'015822,JUBILEE ACADEMIES,,'015822001,JUBILEE SAN ANTONIO
'015822,JUBILEE ACADEMIES,,'015822002,JUBILEE HIGHLAND HILLS
'015822,JUBILEE ACADEMIES,,'015822004,JUBILEE - LAKE VIEW UNIVERSITY PREP
'015822,JUBILEE ACADEMIES,,'015822005,JUBILEE HIGHLAND PARK
'015822,JUBILEE ACADEMIES,,'015822006,JUBILEE KINGSVILLE
'015822,JUBILEE ACADEMIES,,'015822007,JUBILEE LIVING WAY
'015822,JUBILEE ACADEMIES,,'015822008,JUBILEE HARLINGEN
'015822,JUBILEE ACADEMIES,,'015822009,JUBILEE WELLS BRANCH
'015822,JUBILEE ACADEMIES,,'015822010,JUBILEE BROWNSVILLE
'015822,JUBILEE ACADEMIES,,'015822011,JUBILEE LEADERSHIP ACADEMY
'015825,LIGHTHOUSE CHARTER SCHOOL,,'015825001,LIGHTHOUSE CHARTER SCHOOL - B CAMPUS
'015825,LIGHTHOUSE CHARTER SCHOOL,,'015825101,LIGHTHOUSE CHARTER SCHOOL
'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,www.ssttx.org,'015827001,SCHOOL OF SCIENCE AND TECHNOLOGY
'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,www.ssttx.org,'015827002,SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO
'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,www.ssttx.org,'015827003,SCHOOL OF SCIENCE AND TECHNOLOGY HOUSTON
'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,www.ssttx.org,'015827004,SCHOOL OF SCIENCE AND TECHNOLOGY EXCELLENCE
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828001,HARMONY SCIENCE ACAD (SAN ANTONIO)
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828002,HARMONY SCHOOL OF INNOVATION - SAN ANTONIO
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828003,HARMONY SCIENCE ACADEMY - LAREDO
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828004,HARMONY SCHOOL OF INNOVATION - LAREDO
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828005,HARMONY SCIENCE ACADEMY - BROWNSVILLE
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828006,HARMONY SCHOOL OF EXCELLENCE - SAN ANTONIO
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828007,HARMONY SCHOOL OF INNOVATION - BROWNSVILLE
'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),www.harmonytx.org,'015828008,HARMONY SCHOOL OF EXCELLENCE - LAREDO
'015830,BROOKS ACADEMIES OF TEXAS,www.brooksacademy.org,'015830001,BROOKS ACADEMY OF SCIENCE AND ENGINEERING
'015830,BROOKS ACADEMIES OF TEXAS,www.brooksacademy.org,'015830101,BROOKS COLLEGIATE ACADEMY
'015830,BROOKS ACADEMIES OF TEXAS,www.brooksacademy.org,'015830102,BROOKS ACADEMY LONESTAR
'015830,BROOKS ACADEMIES OF TEXAS,www.brooksacademy.org,'015830103,BROOKS ACADEMY OAKS
'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,www.sstdiscovery.org,'015831001,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY
'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,www.sstdiscovery.org,'015831002,SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI
'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,www.sstdiscovery.org,'015831003,SCHOOL OF SCIENCE AND TECHNOLOGY ADVANCEMENT
'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,www.sstdiscovery.org,'015831004,SCHOOL OF SCIENCE AND TECHNOLOGY NORTHWEST
'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,www.sstdiscovery.org,'015831005,SCHOOL OF SCIENCE AND TECHNOLOGY SUGARLAND
'015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,www.thealamedaschool.org,'015833001,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN
'015834,BASIS TEXAS,www.basissanantonio.org,'015834001,BASIS SAN ANTONIO- SHAVANO CAMPUS
'015834,BASIS TEXAS,www.basissanantonio.org,'015834002,BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS
'015834,BASIS TEXAS,www.basissanantonio.org,'015834101,BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS
'015835,GREAT HEARTS TEXAS,www.greatheartstx.org,'015835001,GREAT HEARTS MONTE VISTA
'015835,GREAT HEARTS TEXAS,www.greatheartstx.org,'015835002,GREAT HEARTS MONTE VISTA NORTH
'015835,GREAT HEARTS TEXAS,www.greatheartstx.org,'015835003,GREAT HEARTS NORTHERN OAKS
'015835,GREAT HEARTS TEXAS,www.greatheartstx.org,'015835004,GREAT HEARTS IRVING
'015835,GREAT HEARTS TEXAS,www.greatheartstx.org,'015835005,GREAT HEARTS WESTERN HILLS
'015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,www.ekhla.org,'015836001,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY
'015838,COMPASS ROSE ACADEMY,www.compassrosesa.org,'015838001,COMPASS ROSE ACADEMY
'015839,PROMESA ACADEMY CHARTER SCHOOL,www.promesaacademy.org,'015839001,PROMESA ACADEMY CHARTER SCHOOL
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901001,ALAMO HEIGHTS H S
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901002,BEXAR CO J J A E P
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901041,ALAMO HEIGHTS J H
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901101,CAMBRIDGE EL
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901102,HOWARD EL
'015901,ALAMO HEIGHTS ISD,www.ahisd.net,'015901104,WOODRIDGE EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904001,HARLANDALE H S
'015904,HARLANDALE ISD,www.harlandale.net/,'015904002,MCCOLLUM H S
'015904,HARLANDALE ISD,www.harlandale.net/,'015904003,HAC DAEP H S
'015904,HARLANDALE ISD,www.harlandale.net/,'015904004,FRANK M TEJEDA ACADEMY
'015904,HARLANDALE ISD,www.harlandale.net/,'015904007,BEXAR CO J J A E P
'015904,HARLANDALE ISD,www.harlandale.net/,'015904008,HARLANDALE ALTERNATIVE CENTER BOOT H S
'015904,HARLANDALE ISD,www.harlandale.net/,'015904010,FENLEY TRANSITIONAL H S
'015904,HARLANDALE ISD,www.harlandale.net/,'015904011,HARLANDALE ISD STEM ECHS-ALAMO COLLEGES AT PAC
'015904,HARLANDALE ISD,www.harlandale.net/,'015904041,HARLANDALE MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904042,A LEAL JR MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904043,TERRELL WELLS MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904044,KINGSBOROUGH MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904045,HAC DAEP MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904046,HARLANDALE ALTERNATIVE CENTER BOOT MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904047,FENLEY TRANSITIONAL MIDDLE
'015904,HARLANDALE ISD,www.harlandale.net/,'015904048,TEJEDA JUNIOR ACADEMY
'015904,HARLANDALE ISD,www.harlandale.net/,'015904101,CARROLL BELL EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904102,BELLAIRE EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904103,COLLIER EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904104,COLUMBIA HEIGHTS EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904105,STONEWALL/FLANDERS EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904106,V M ADAMS EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904107,GILLETTE EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904108,H W SCHULZE EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904109,MORRILL EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904110,RAYBURN EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904113,VESTAL EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904114,WRIGHT EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904115,JEWEL C WIETZEL CENTER
'015904,HARLANDALE ISD,www.harlandale.net/,'015904116,E H GILBERT EL
'015904,HARLANDALE ISD,www.harlandale.net/,'015904117,COLLIER DAEP
'015905,EDGEWOOD ISD,www.eisd.net,'015905002,JOHN F KENNEDY H S
'015905,EDGEWOOD ISD,www.eisd.net,'015905003,MEMORIAL H S
'015905,EDGEWOOD ISD,www.eisd.net,'015905010,BEXAR CO J J A E P
'015905,EDGEWOOD ISD,www.eisd.net,'015905015,STEAM AT THE FINE ARTS ACADEMY
'015905,EDGEWOOD ISD,www.eisd.net,'015905041,BRENTWOOD MIDDLE
'015905,EDGEWOOD ISD,www.eisd.net,'015905042,ALTERNATIVE CENTER
'015905,EDGEWOOD ISD,www.eisd.net,'015905044,E T WRENN MIDDLE
'015905,EDGEWOOD ISD,www.eisd.net,'015905046,GUS GARCIA MIDDLE
'015905,EDGEWOOD ISD,www.eisd.net,'015905104,ROY CISNEROS EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905106,ALONSO S PERALES EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905108,GARDENDALE EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905109,L B JOHNSON EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905110,LAS PALMAS EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905112,LOMA PARK EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905113,ROOSEVELT EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905114,STAFFORD EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905116,WINSTON EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905117,H B GONZALEZ EL
'015905,EDGEWOOD ISD,www.eisd.net,'015905118,CARDENAS CENTER
'015905,EDGEWOOD ISD,www.eisd.net,'015905124,BURLESON CENTER
'015905,EDGEWOOD ISD,www.eisd.net,'015905125,STAFFORD CENTER
'015905,EDGEWOOD ISD,www.eisd.net,'015905126,EL DAEP
'015906,RANDOLPH FIELD ISD,www.rfisd.net,'015906001,RANDOLPH H S
'015906,RANDOLPH FIELD ISD,www.rfisd.net,'015906041,RANDOLPH MIDDLE
'015906,RANDOLPH FIELD ISD,www.rfisd.net,'015906101,RANDOLPH EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907001,BRACKENRIDGE H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907002,BURBANK H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907003,EDISON H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907004,FOX TECHNICAL H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907005,HIGHLANDS H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907006,HOUSTON H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907007,JEFFERSON H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907008,LANIER H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907010,ESTRADA ACHIEVEMENT CTR
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907020,JJA
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907022,TRAVIS EARLY COLLEGE H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907023,YOUNG WOMEN'S LEADERSHIP ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907024,COOPER ACADEMY AT NAVARRO
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907025,ST PHILIP'S COLLEGE EARLY COLLEGE H S WITH SAISD
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907026,ADVANCED LEARNING ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907027,CAST TECH H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907030,TEXANS CAN ACADEMY AT HIGHLANDS H S
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907043,DAVIS MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907047,HARRIS MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907049,IRVING MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907050,LONGFELLOW MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907051,LOWELL MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907053,PAGE MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907054,POE MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907055,RHODES MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907057,ROGERS MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907059,WHITTIER MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907061,TAFOLLA MIDDLE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907064,BREWER ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907101,ARNOLD EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907103,CHARLES C BALL ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907105,BASKIN EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907106,BEACON HILL ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907107,BONHAM ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907110,J T BRACKENRIDGE EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907112,BRISCOE EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907114,CAMERON EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907116,COLLINS GARDEN EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907117,AGNES COTTON ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907118,DAVID CROCKETT ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907119,DOUGLASS ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907121,DE ZAVALA EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907123,FENWICK ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907124,MURIEL FORBES ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907125,FOSTER ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907126,FRANKLIN EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907127,GATES EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907129,CHARLES GRAEBNER EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907131,ROBERT B GREEN ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907132,HERFF ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907134,HIGHLAND HILLS EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907135,HIGHLAND PARK EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907136,HILLCREST EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907137,HIRSCH EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907138,IRVING DUAL LANGUAGE ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907139,HUPPERTZ EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907140,RODRIGUEZ EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907141,ELOISE JAPHET ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907142,M L KING ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907143,GEORGE E KELLY EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907144,SARAH S KING EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907146,LAMAR EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907147,BOWDEN ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907148,MADISON EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907149,MARGIL ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907150,MAVERICK EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907153,DORIE MILLER EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907155,NEAL EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907157,OGDEN ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907158,PERSHING EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907160,RIVERSIDE PARK ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907161,ROGERS ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907162,DAVID BARKLEY/FRANCISCO RUIZ EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907163,MARK TWAIN DUAL LANGUAGE ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907164,SCHENCK EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907165,SMITH EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907166,STEELE MONTESSORI ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907168,P F STEWART EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907169,STORM EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907172,WASHINGTON EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907174,WILSON EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907175,WOODLAWN ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907176,WOODLAWN HILLS EL
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907177,YOUNG MEN'S LEADERSHIP ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907179,HAWTHORNE PK-8 ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907180,JT BRACKENRIDGE DAEP
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907182,HEALY-MURPHY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907184,CHRISTUS SANTA ROSA
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907186,SEIDEL LEARNING CENTER
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907194,ROY MAAS YOUTH ALTERNATIVES/THE BRIDGE
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907195,JUVENILE DETENT CTR
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907201,CHILDREN'S SHELTER OF SA
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907202,HEALY MURPHY PK
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907210,MISSION ACADEMY
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907239,SAISD - PK 4 SA
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907240,CARROLL EARLY CHILDHOOD CAMPUS
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907241,CARVAJAL EARLY CHILDHOOD CAMPUS
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907242,KNOX EARLY CHILDHOOD CAMPUS
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907244,TYNAN EARLY CHILDHOOD CAMPUS
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907245,NELSON EARLY CHILDHOOD CAMPUS
'015907,SAN ANTONIO ISD,www.saisd.net/,'015907246,GONZALES EARLY CHILDHOOD CAMPUS
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908001,SOUTH SAN ANTONIO H S
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908037,BEXAR CO J J A E P
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908039,HOPE ACADEMY
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908041,DWIGHT MIDDLE
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908042,ALAN B SHEPARD MIDDLE
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908044,ROBERT C ZAMORA MIDDLE
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908104,HUTCHINS EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908105,KINDRED EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908106,PALO ALTO EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908107,PRICE EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908108,FRANK MADLA EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908109,FIVE PALMS EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908110,NEIL ARMSTRONG EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908112,MIGUEL CARRILLO JR EL
'015908,SOUTH SAN ANTONIO ISD,www.southsanisd.net,'015908113,ROY BENAVIDEZ EL
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909001,SOMERSET H S
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909002,ATASCOSA CO ALTER
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909006,SHIRLEEN ZACHARIAS EARLY CLGE LEADERSHIP ACADEMY
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909041,SOMERSET J H
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909101,SOMERSET EL
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909103,SOMERSET EARLY CHILDHOOD EL
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909104,S/SGT MICHAEL P BARRERA VETERANS EL
'015909,SOMERSET ISD,sisdk12.edlioschool.com,'015909105,SAVANNAH HEIGHTS INT
'015910,NORTH EAST ISD,www.neisd.net,'015910001,LEGACY OF EDUCATIONAL EXCELLENCE H S
'015910,NORTH EAST ISD,www.neisd.net,'015910002,MACARTHUR H S
'015910,NORTH EAST ISD,www.neisd.net,'015910003,CHURCHILL H S
'015910,NORTH EAST ISD,www.neisd.net,'015910004,ROOSEVELT H S
'015910,NORTH EAST ISD,www.neisd.net,'015910005,MADISON H S
'015910,NORTH EAST ISD,www.neisd.net,'015910007,REAGAN H S
'015910,NORTH EAST ISD,www.neisd.net,'015910008,ACADEMY OF CREATIVE ED
'015910,NORTH EAST ISD,www.neisd.net,'015910009,INTERNATIONAL SCHOOL OF AMERICA
'015910,NORTH EAST ISD,www.neisd.net,'015910012,ALTER H S
'015910,NORTH EAST ISD,www.neisd.net,'015910014,JOHNSON H S
'015910,NORTH EAST ISD,www.neisd.net,'015910022,NORTH EAST J J A E P
'015910,NORTH EAST ISD,www.neisd.net,'015910041,EISENHOWER MIDDLE
'015910,NORTH EAST ISD,www.neisd.net,'015910042,GARNER MIDDLE
